73.027,71.44,71.44,71.44
72.488,70.889,70.889,70.889
48.232,45.794,45.793,45.793
35.702,32.335,32.334,32.334
33.178,29.527,29.526,29.526
33.114,29.456,29.455,29.455
26.539,21.884,21.883,21.883
23.529,8.3682,8.3668,8.3668
22.734,6.1783,6.1764,6.1764
21.944,3.0492,3.0454,3.0454
21.092,1.8795,1.8735,1.8735
20.157,1.2058,1.1965,1.1965
19.111,0.49256,0.46897,0.46897
17.925,0.48408,0.46049,0.46049
16.616,0.18555,0.10939,0.10938
15.74,0.17803,0.093981,0.093969
15.008,0.15156,0.016847,0.01678
15.007,0.1515,0.016072,0.01601
14.967,0.15063,0.0018742,0.00093446
14.964,0.15063,0.0018606,0.00090841
14.885,0.15063,0.0016655,0.00071022
14.862,0.15063,0.001655,0.00070048
14.833,0.15063,0.0016491,0.00067149
14.473,0.15063,0.0016338,0.00065794
10.638,0.15063,0.0016223,0.00051046
10.262,0.15062,0.0015729,0.00045749
10.229,0.15062,0.0015071,0.00031247
2.2493,0.15062,0.0015071,0.00028642
0.62643,0.15062,0.0015069,8.8644e-05
0.37381,0.15062,0.0015066,8.7095e-05
0.10721,0.15062,0.0015066,8.5137e-05
0.10683,0.15062,0.0015066,8.2305e-05
0.08769,0.15062,0.0015065,2.6879e-05
0.085536,0.15062,0.0015065,2.6347e-05
0.081329,0.15062,0.0015063,2.2122e-05
0.071297,0.15062,0.0015062,2.0628e-05
0.063944,0.15062,0.0015062,1.9655e-05
0.061941,0.15062,0.0015062,1.2103e-05
0.061564,0.15062,0.0015062,4.2196e-06
0.06076,0.15062,0.0015062,3.8391e-06
0.060521,0.15062,0.0015062,3.6782e-06
0.059066,0.15062,0.0015062,1.824e-06
0.058263,0.15061,0.0015062,1.4378e-06
0.058258,0.1506,0.0015062,1.4215e-06
0.058188,0.1506,0.0015062,1.2904e-06
0.058159,0.15059,0.0015062,1.2553e-06
0.058155,0.15057,0.0015062,5.4542e-07
0.058155,0.15056,0.0015062,5.1521e-07
0.058155,0.15055,0.0015062,4.2862e-07
0.058154,0.1505,0.0015062,3.6808e-07
0.058154,0.14997,0.0015062,2.8288e-07
0.058154,0.14946,0.0015062,3.4034e-07
0.058151,0.14922,0.0015062,2.5538e-07
0.058148,0.1492,0.0015062,2.5e-07
0.058147,0.14904,0.0015062,2.3721e-07
0.058147,0.14828,0.0015062,2.3543e-07
0.058144,0.14812,0.0015062,2.3337e-07
0.058142,0.14753,0.0015062,2.2689e-07
0.058142,0.14735,0.0015062,2.572e-07
0.058142,0.1472,0.0015062,2.1786e-07
0.058142,0.14698,0.0015062,2.1582e-07
0.058142,0.14641,0.0015062,1.8613e-07
0.058142,0.1454,0.0015062,1.7242e-07
0.058142,0.1377,0.0015062,1.6305e-07
0.058142,0.12554,0.0015062,1.5925e-07
0.058142,0.1072,0.0015062,1.5865e-07
0.058142,0.098564,0.0015062,1.5779e-07
0.058142,0.089576,0.0015062,1.5679e-07
0.058142,0.068971,0.0015062,1.5674e-07
0.058142,0.061651,0.0015062,1.5659e-07
0.058142,0.060768,0.0015062,1.5627e-07
0.058142,0.059659,0.0015062,1.5568e-07
0.058142,0.059107,0.0015062,1.5522e-07
0.058142,0.057408,-1,1.5496e-07
0.058142,0.055475,-1,2.3298e-07
0.058142,0.046299,-1,1.5593e-07
0.058142,0.02291,-1,1.5463e-07
0.058142,0.018632,-1,1.5436e-07
0.058142,0.015081,-1,1.5419e-07
0.058142,0.010991,-1,1.5392e-07
0.058142,0.010761,-1,1.5325e-07
0.058142,0.010556,-1,1.5267e-07
0.058142,0.010451,-1,1.5245e-07
0.058142,0.010382,-1,1.5219e-07
0.058142,0.009856,-1,1.5212e-07
0.058142,0.0083756,-1,1.5186e-07
0.058142,0.0065469,-1,1.5169e-07
0.058142,0.0038641,-1,1.5163e-07
0.058142,0.0026714,-1,1.5157e-07
0.058142,0.0024207,-1,1.5111e-07
0.058142,0.0022183,-1,1.51e-07
0.058142,0.0016444,-1,1.5097e-07
0.058142,0.0016171,-1,1.5092e-07
0.058142,0.0015875,-1,1.5083e-07
0.058142,0.0015741,-1,1.5078e-07
0.058142,0.0015385,-1,1.5075e-07
0.058142,0.0012596,-1,1.5071e-07
0.058142,0.00092035,-1,1.5188e-07
0.058142,0.00082258,-1,1.5072e-07
0.058142,0.00081858,-1,1.507e-07
0.058142,0.00070853,-1,1.5068e-07
0.058142,0.00065168,-1,1.5078e-07
0.058142,0.00063606,-1,1.5064e-07
0.058142,0.00059353,-1,1.5063e-07
0.058142,0.0005933,-1,1.5063e-07
0.058142,0.00059304,-1,-1
0.058142,0.00059255,-1,-1
0.058142,0.00059235,-1,-1
0.058142,0.00058952,-1,-1
0.058142,0.00058873,-1,-1
0.058142,0.00058407,-1,-1
0.058142,0.00058298,-1,-1
0.058142,0.00058297,-1,-1
0.058142,0.00058295,-1,-1
0.058142,0.00058293,-1,-1
0.058142,0.00058292,-1,-1
0.058142,0.00058292,-1,-1
0.058142,0.0005829,-1,-1
0.058142,0.00058287,-1,-1
0.058142,0.00058285,-1,-1
0.058142,0.00058284,-1,-1
0.058142,0.00058284,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
0.058142,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,0.00058283,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
